Title,reviews,stars
Ma’Qaria is the best!!,"Karen was very nice and professional at the same time. My loan was approved fast so I give her an A+ !!!As for the company itself, the people that make the big money thanks to people like me and Karen, they need to pay their employees better and take some lessons on courtesy and pay people like her way better...I will recommend Karen to any of my family and friends...Thank you.......",5
Better than expected customer service,"I'm happy I found advance america. Helpful employees, and I like the setup.",5
Friendly staff and fast service,"Your always there, Thank You.",5
They or a great place to go when you…,Great service 5 star knowledgeable and courteous very wonderful staff,5
very friendly staff,"To one and all I highly recommend Advance American for your emergency, one time loan they are so understanding, so easy to apply on line or in-person very helpful.",5
Sometimes help is Needed!!!,"I applied on line for a $900 advance on October 12,2022. The website was very easy to input my information.",5
Great i was very pleased,"I attempted to take the loan on line,but not being very computer literate I ran into a few snags.The final one was my signature.I had no idea how to sign without a pen.So I took my Kindle along with me to the Lincoln Park office and was instructed to click the icon and Pres to there was a facsimile of my signature .The representative had the patience of Job !",5
Angie was very friendly and helpful,Helpfulness,5
Easy  fast and dependable,My agent was kind and very informative in issuing the loan. Best customer service,5
i recieved money when they said it would be there,"The wonderful young lady that served me was so kind and sweet.  When she sound out I was a breast cancer survivor, she gave me a few breast cancer awareness items.  Made me so happy!  She truly made my dad!  With I could remember her name…it was Owensboro Frederica Street office.",5
I love advance america great and quick…,They were awesome.,5
The staff was very helpful and friendly…,Love doing business with advance America they are the best,5
