name,reviews,stars
H. C. ,It was fast simple and always great service.  Thank you,5
Pedro Marquez,Spotloan has always been very helpful when ever I needed a loan.,1
Alton Barclift,Would like more money with a lower payment and if I'm a good customer reward me with better options and rates other than that its cool,5
Consuella Lockhart,very simple to use and customer service very helpful,5
June Brosseau,Spot loan always help me when I needed them. Thanks Spot Loan.,5
Paula J.,Excellent trustworthy service as always! Repeat customer!,5
Shirley ,Website was easy to navigate thru. Understand all questions & information that was ask.,5
Debbie BEANE,"Thank you  I appreciate y’all. Lot of help   Very helpful and friendly.  Not Mary carter , must have had this number before me.",5
Sandra Sokolowski,There is nothing I would change very professional company easy to work with keep up the good work,5
Irene latson,Easy to apply...Incredibly fast deposit...Outstanding!,5
Migdalia,2nd time using them. Always a good experience. Fast funds too!,5
Peggy Williams,"I was short on funds for rent this month, so I applied for a Spotloan. The process is painless and I was able to do it on my own in the privacy of my own home. Their customer service is also top notch if a problem occurs. Definitely recommend!",5
customer,Thank you for always being there when I need you!,5
Gary,I have been a loyal Spotloan user for a few years. It has really helped me out in situations were I thought things were not going to get better. And by being a loyal customer the interest rate is very reasonable. I know loans like this should be short termed but I use spot loan to stay ahead of unnecessary fees of being overdrawn or late. I would recommend Spotloan for everyone for a short term loan,4
CHERIL GUMBS-NELSON,"I think it was easy to get the loan, but as a repeat customer I should have gotten some sort of discount. People are struggling and you are taking advantage of that.",5
TG,When I need a loan when life not feeling fair.I go to  spotloan cause they have been there!!,5
"Joseluis-Indio,CA","Helpful when I needed it, thanks again...",5
Scott ,Very easy to use site.  Fast service and quick approval.  I have used Spotloan before and it was an excellent experience.,5
L Scott,"Great service, fast and easy to understand",5
Rodney Wilcox,Very well pleased with Spotloan. They are extremely polite. Thank you Spotloan!,5
Elizabeth,I like spotloan very much hey are very helpful,5
Ossie Stoneham,"Quick, easy and reliable.",5
Angela ,Very convenient loan process that doesn't take very much time.,4
Khaleesi,Fast and easy no hassles.Thank you so much.,5
Doyle Frady,Very quick with the loan application process and professional about getting the money we need  in our checking account quickly.,5
Robin,5he process was quick and easy my loan came the next day,5
Sam Zuniga ,"Spotloan makes the loan process simple, quick, and painless. They offer immediate assistance for all of those everyday emergencies. I completed the application and the money was in my account the next day!",5
"Rhonda-South Bend,IN",Very easy to apply and good people to work with.,5
ELVIRA,Spotloan has been so amazing for me! Incredibly fast application process with same day loan deposit. The customer service has been wonderful. They allowed me to defer my payment when I was in a bad financial spot. I'm very thankful!,5
Stacey Greer,"Great spot for loan with reasonable payback percentage,very helpful to customer needs.I highly recommend them.",4
Avery Wills,Been dealing with them for years the best loan company on internet,5
Debra,Thank you so much for helping with the loan so easy to apply for you thank you,5
Trevor Knapp,They have great understanding customer service,5
Robert Krivolavy,"Spotloan is a fast easy dependable way to borrow money. It's a hassle free process with immediate approval. I've been using their services over a year now, and I'm very pleased with their service. Customer support is friendly, easy to make payment arrangements and no penalties for early payoffs.",5
Wanda Vandorn,We needed extra money to help pay for my girlfriends mother's  funeral.I filled out the online application sent it off and got a quick reply of approval in a matter of minutes. You guys are the only company that came through immediately YOUR COMPANY AND STAFF ARE  THE BEST !!!!! I give you 6☆'s,5
William Charters,You guys always there to help me when I needed the most,5
Keith,"Interest a bit high, but otherwise great loan company.",5
Angie Stewart,"They are always professional, kind and considerate and helpful. They always respond to emails in a timely manner — I’m in healthcare and during this COVID-19 pandemic crisis it’s just nice to know that there is a business out there that truly cares about human beings. Thank you",5
David Bell,"I received a quick response when I applied and when I needed assistance about an up coming payment, Eric F responded quickly by email and answered all of my questions. I appreciated all his help.",5
Hannah S,Thank you Spotloan for always having my back when I need it.,5
ANN JOHNSON,"Has worked great for us, quick and courteous. Just pay off as quickly as possible to avoid high interest.",4
James Gantz,We have used Spot loan in the past and have been very happy with the respect we received from the staff.It's nice to know that if something happens and we need assistance we know that they are willing to help us out.,5
Megan Marlow,Second time obtainIng a loan very fast and easy.,5
Timothy Olson,I have worked with spotloan many times. You can pay your loan off at any time. Great place to work with.,5
Victoria,"Very simple loan application process, easy to manage payment schedule, highly recommend to use their service",5
Terry Nesbitt,"Nice easy quick help loans, where i set my payback schedule. They are friendly and are willing to work with you.",5
TERESA,ISince I have been dealing with Spot loan i am a very satisfied  customer the pay back  payments are broken down to make pay back easy and the customer service is very polite i would recommend Spotloan to my family and friends.   Thank you Spotloan.,4
ROBERT WASHINGTON,Spot loan has helped me greatly twice. They are always caring understanding and considerate. Thanks spotloan,5
Josette Pena,"Quick response, easy to understand terms and repayment schedule, and good customer service.",5
Elizabeth,Good easy loan,5
Doris,"I was going to apply for an $800 loan from spotloan and in turn I would have to pay back $3,255 that is $155 every two weeks for 21 payments I'd rather go to the Italian mafia and borrow money from them because I would have less interest",5
Richelle KING,"For some unknown reason they would not loan me one red cent. My credit isn't the worst ever, my income is enough to satisfy, and I have a long time credit union account with a positive balance. I don't get it. I wonder if these positive reviews here are legit...?",5
Robert Cook,I am happy with my business with spot lo an they do me great Justice,5
Jacinta Toure',The process on line without using a representative was excellent!!,5
Yo,When in need they are there and if you are having a problem call in advance and they listen and help by pushing the loan out another week. Thank you,5
customer,Easy and very fast service and affordable payment plans,5
DORRIS HARDEN,Helped me in my time of need!!  Very Professional,5
Sheila Williams,Fast approval. Lower prices than mist.,5
jan menoud,"I applied for a loan and within minutes I was approved and within 24 hours money was in my account, thank you",5
Elizabeth roberts ,Its very efficient but you should increase the credit limit for return customers and lower interest rate,2
Alan Hurst,Excellent service,5
michael austin,Thanks for being quick and there when I was in a very tight spot.,4
Christine ,I am always able to count on Spotloan for financial aid. They are professional and helpful.,5
Catherine Tanda,Easy process.spotloan ready to help when needed.thank you to all at spotloan .,5
Lindsey Chauncey,Spotloan has been there when i needed them.   They do work with u when something goes wrong.,5
Matt Turner,"The best, Spot loan has been great in the service I have received  I would come or call Spot loan for a loan before anyone else.Excellent service",5
John Lehnert,The Representatives have always been very polite and helpful which is a big reason why I am a returning customer..,5
Tonya Campbell-White,Quick fast and efficient..great customer service..,4
rose,"Very helpful, fast service",4
John Carpenter,Yall  are the best when it comes to my time of needs..,4
Lori,Spotloan is there when you need them most.  They can help you get on with everyday necessities.,5
ElizabethP,"It was a fast,  easy, experience",5
Samuel,I was very happy with the process  and simpleness.It was fast and easy.,5
M.C.,"I do not have anything negative to say. They helped me when i really needed the help. I paid off loan. It was all online but either way, it was a great experience.",3
Angelia Hubbard,I had no problem with the loan. You guys were great!!!!!!!,5
Donna Meyers,This is my fourth spot loan . they are very professional and will work with their customers like me,5
Satta Kroma,Very quick n reliable!  Customer Service is outstanding!,5
J.T.,"Fast, easy & quick after reusing their services again. Highly recommended if looking for simple, fast & in comfort of your home.",5
maria Garcia,"Easy to apply, hassle free process.  Thank you Spotloan!",5
CHRISTOPHER RIGGIO,"They were quick with my loan and when payment dates needed to be altered, they were quick and accommodating.",5
Susan Gaglione,"THE APPLICATION PROCESS FOR THE LOAN WAS SO NEASY AND FAST TO FILL OUT I  FIGURED I'D IT WOULD TAKE A FEW DAYS BEFORE I HEARD FROM THEM, BUT MY MONEY WAS DEPOSITED RIGHT AWAY!",5
tmodel,I’ve used this service multiple times and they never fail to satisfied my needs and help me when I need help the most,5
Lcpl . Wheeler Seabolt,I needed my schedule dates to mirror my actual pay dates. This was revised to meet my request in a prompt manner. thank you Spotloan!,5
Lora,As a returning customer I was treated very prompt and well no hassle at all. I would recommend Spot Loan to anyone seeking assistance in their financial needs!,5
Marsha Simpson,Borrowed and paid right back and the lady I spoke to on the phone was nice.,5
Glen Watts,"Did a great job getting my loan quickly and easily.  Wish the interest rates were lower, but understand.",3
B.G.,Extremely helpful and kind fast service ! Thank you !,5
DESHONE L SMITH,"Loans aren't for everyone. But life happens and often you need a small amount to get over the hump. We all have different budgets, Spotloan has different size loans and payments. Pick the one that works for you and get the help you need today or tomorrow.",5
GA,Spotloan is the best and I love it and it better.,5
Anali Espinoza,"All a show, they don't help you  when you  miss a  payment, they  don't  help  you  because of covid 19 or  because you  lost your job ? They are  winning intrest and  tell you ,you signed the away the agreement",5
Eddie Smith,I've had good experiences with this loan company. Helpful and kind.,5
Keith Hartshorn,Worse lending company ever. I missed one payment due to me having covid-19 & i just ask to have the payment pushed to end of my contract & I'll be on time with my next payment. I also reached out 3 days before my payment was due & see if i could they could work with me. The only thing they did was apologize & still took my payment.& then harass me over & over again. NEVER WOULD I EVER come back here or recommend anyone i know here. 😑,5
Michael Ackerman,Spotlight makes it easy to apply and get a loan. It's quick and convenient. I'm a repeat customer and it's even easier when you've had a loan and paid it off. After my first loan my loan amount increased.,5
Annette Edmonds,Excellent customer service and total communication,5
Cher,"I have had 2 loans with spot loan & when coronavirus hit. I lost my job. Spot loan was able, ready & willing to postpone my payment until I got back to work. Their customer service very nice, helpful & polite",5
Krystal Scott,I am very happy with the online request and submission for a loan.  Quick and accurate explanation of when I will receive my direct deposit and sure enough it was in my bank account the next business day.  Thank you and I will refer this company to anyone that needs emergency financial assistance.Hermès McAnulty,5
Troy P,I think y'all GIVE GREAT  customer service . Also act fast for the people in need,5
demetrius mathis,I have used Spotloan many times and it’s always quick and easy. Paperwork and terms are clear. Thank you!,4
Gifty Karikari,Helped me when I was in need. Payments are reasonable and the whole process was seamless and easy!,5
Darrell,Very easy process. Easily completed when in a pinch.,5
Alana,Spotloan is easy to work with and reasonable for a short term loan,4
Kim Farris Sears,Quick and easy when I needed money right away.,5
Pat J,Fast customer service. Thank you so much.,5
Debra Washington,"Although I didn't get to speak to a human,  your computer did a great job!  Everything was straightforward and easy to understand.",5
Lou,The overall experience was great,5
Darla Orr,Pretty easy to apply. I needed money quickly and I got it.,5
2605360,Great help  from  Spot  Loan,5
libia Duque,There are very few loan companies that I would recommend to friends or family. Spotloan is that company. The Way they treat the customer is how everyone should be treated by anyone we do business with. I thank Spotloan from the bottom of my heart for being there for me.,3
klprichardson,I have used spotloan several times and IT REALLY IS NICE WHEN YOU ARE IN A CRUNCH! THEY COME THROUGH FAST! GREAT CUSTOMER SERVICE!!!! I WILL USE THEM EVERYTIME!!!!!,5
Augustine,Fast and secure. Money was in my account when promised. Such an easy process. Great to deal with.!!!,5
Lucy Watson,They are always friendly and respond as expected,5
Jenifer,"Great customer service & east, fast approvals! Thank you",5
janice ,Didn't know there was a class action lawsuit against you...,5
Esther S Valerio,Process was quick and simple. Funded right away,3
Michael garrett,"Working with Spotloan has been great! I would recommend them to anyone. It's a great way for anyone to build their credit. My only recommendation to Spotloan would be to have an incentive for repeat customers with either lower interest rates, or loan amounts over $800.",3
Kay S,"Thank you for being so prompt. My only issue is that I needed twice the amount I requested, but the payback is so high for people on fixed income.",4
Traci Sharpley,I have been a customer of Spotloan for several years and they have never let me down.  The customer service is exceptional!!! I would recommend this company to anyone who's looking for a loan with low fees.,5
Gary Cook,Great Customer Service. This will be my 3rd time from spot loan no problems or issues. They worked well with me each time.,5
Deborah Saunders,is pay back disipline necacary?,4
Debra Kendrick,Good service need another loan when possible,5
Maria Lapides,They were professional and everything was done on a timely manner,5
Larry Schneck,I am a happy customer.. They treat you right.,4
Nickola,Great service always worked with me due to this pandemic they helped me change due dates as well .,5
MARLA,Efficient and quick service all the way around. Thanks again.,5
customer,Everyone who contacted me was very helpful and considerate.  You went out of your way to help me make the best decisions for my convenience.  Thank you.,5
Canjoa,"I found my interactions with Spotloan to be very kind, straightforward and professional. To top it all, I only had to make a one-time statement in the beginning as to my preferred pronouns and in every subsequent interaction with them I was treated with utmost respect and dignity and correct gendering by every staff member I spoke with. In this world, I truly appreciate that.",5
Denise Avrett,"I have used spot loan for a while now and I have never had any thing bad to say about them. I have always had easy applications, their website is easy to access what you need, and if you need to talk to a representative for any needs, they are always friendly and take care of the need quickly. Most of all, I really like the amount of money that they take each payday; it makes it affordable to pay back the loan in a timely manner. I recommend spot loan to everyone, it exceeds all other online loans that I have used.",5
Jill Lorenz,I truly appreciate spotloan. They are very professional. Quick n easy to apply for.,5
Lemuel,Great customer service.  I’m glad that I was able to pay it off early without penalty.,5
Anthony McIntosh,Spotloan deserves a 5 stars for me because I find it very easy to apply and be approved. I will surely recommend it to whoever wants a need for fast funding.,5
deborah mitchell,Most reliable and reasonable. Quick and easy . Love love love !!,5
CHRISTOPHER R LEFEVERS,Spotloan is quick and easy to use and has gotten me out of a couple of tight spots during this very difficult time.,5
charles hatcher,Thanks so much,5
LAVERNE,I like this company because they are fair and as long as I pay my loan off in full on the ist due date the interest is not too bad,5
KEITH MCDUFFY,"Easy to use! The payoff is quick, not like other lenders!",5
Theresa Ray,East and fast,5
O Castro ,I am a two time user of Spotloan just for small payday loans.  They have never denied me or hassled me. They see my direct deposits and never had a problem taking their debits out.  This is where i will go anytime I'm caught in a pickle.Thank you Spotloan!! Your the bestKerry,5
April,Very easy to use and great not to have to call. Gave me a great rate on my 2nd loan. Great communication!!!,5
Elisha Rogan,I love spotloan they are the only ones that I came across so far that actually gives you a chance and they are really fast at getting your money to them...I would reccomend them to everyone I know.,5
Myndy Holbrook,Thanks you again for being their for me doing my financial crisis,5
Joe,You all come through for me every time I get in a jam thank you guys so much for been there for me,5
Jack foss,It was very helpful.  Thank you,5
Kevin roberson,Sot Loan was quick and easy to work with. Professional workmanship made it a simple process to go thru!!!!!,5
Jennifer,"Not happy at all. Did not receive email reminder when payment was to be taken out. As the CARES act expired, money has been very scarce, so I emailed them asking them not to debit my account as we needed food. They didn't care and took the money that same day. Imagine taking advantage of vulnerable seniors during a global pandemic. That's what this company did. They line their pockets with exorbitant fees and don't care about the people they're making this money from. I'm a repeat customer, too. There should be some consideration not oh yeah we will not remind you this month, just take and claim ""you didn't contact us soon enough to stop the payment"". One, that's a lie, payments can be stopped at any time and two, seems suspicious that they don't bother reminding. Oh yeah they gave me a ""courtesy"" of waiving interest for 60 days. Damn! This courtesy tastes almost as good as chicken! Seriously, use someone else. These people are sleaze.",5
Patricia Zeigler,I truly cried when I was approved my credit score took a dive trying to fine a lender online that would help my family in a major time of need a close family member passed away of Covid. God answered our prayers through the mail a postcard came from Spotloan I tried and was approved thank you so much this meant everything now we can final help out on taking care our love one service promise to be a loyal customer once again thank you Spotloan!!!,5
Jonathan King,"Rush and borrow from them, one or 3 times, at  their excessively rate , you won't be in need of FIRE to be BURN, check only your body you will see that  you are on fire for free already.you are paying  300 times the amount that you getYou are so lucky, don't stop.. please Rush again if you still have power",5
Christine,"I like the fact that even when you cannot pay the loan back right away, you make an effort to work with us.",5
Lucille Bell,"Was not able to borrow as much as I needed, but thankful for the assistance and payment plan.",5
Toya Hunter,Always been there to help. Thank you,5
Georgianna ,"Very professional and quick service, was able to get almost double what I usually get. Thank you",5
Marcus Rushworth,"Very simple and easy process. Perks for repeat customers, which is great. Very understanding in times of need. Also I love the simple and straightforward payment schedules. Would definitely recommend.",5
Hawo Ahmed,Office was not very accommodating and did not try to work with me and understand the situation I was trying to make them aware of!,5
Alisha Kahuria,Everything is great but after the first loan the interest rate should be a lot lower because it’s automatic drafted from account.,5
Michael,"I did everything I was supposed to do.  I was told numerous times my money was on its way.  I was asked repeatedly to OK the payment schedule.  Then when I asked WHERE the money was, suddenly I didn't sign, or verify my bank, etc and was declined.  So I waited a week expecting money that never materialized.  I could have requested a loan elsewhere.",3
Carolyn Gamble,"This is my second loan, I really like Stoploan.",5
Deborah Heinrich,Well i always wanted to use a loan company that was reasonable and allowed to make low payments over a certain period of time and this is spotloan they're a gift from heaven and if you don't have the money on the week it is due they will extend it so you can pay it on a later day. How amazing is that I love me some spotloan and after so many tines using them they make your payments lower. Thank you spotloan for always be in there for me when I need you.,5
Brigitte Ramirez,It's great to get a loan but the entrance rates are too too high but I guess you gotta do what you got to do to get what you need,5
Rkn Carlson,This is the most reliable place to receive a loan. You all are very faithful and truthful. Thank you so much for your help in giving me the loan I asked for. I will tell other people about you and how reliable you are. If you qualify you shall receive. Thank you once again.,2
Arja Hayse,"Spot loan was very professional, they answer any questions you may haveThe loan process was fast and simple .this is my second time using their service, a little on the high side  but was there when I needed them",5
Deborah,Best place to get a loan. Quick and easy,5
Jerri Francois,"I really needed a loan to move and spotloan came thru for me!!  So pleased.  They also let you know your payment plan by sending an email!  The only thing I have negative to say is that they do biweekly payments.  I am paid monthly so that makes it hard to budget.  Plus, their interest is really high but the customer service rates highly!",5
customer,Help When Needed.  The application process was very easy. All the information required was available and easy to follow.  The terms offered were great.,5
259774. Vanance,I am a returning customer to Spotloan .My experience with them was good. I was able to get a loan with out any problems. My payments are very reasonable and affordable. Most of all I didn't have to drive to a location to apply. Spotloan has been very helpful to me and i clearly appreciate them for that. I would recommend them to anybody that needed help fast.  Thank you for allowing me to become your customer.,5
Thomas Russo,Easy to use and friendly voices on the other end of phone when needed,4
antonette tijerina,It was very efficient and quick,5
Christine M,Thankful for being a repeat customer which helped me with daughter and grandson during relocation,2
Madonna Seals,The interest is highway robbery. Waste of money and not worth it.,5
NELSON KEE,Spot loans are quick easy and painless lol. They truly come in handy for life’s unexpected emergencies.,5
Marie Hunter,needed a few extra bucks to help smooth out some unexpected troubles. quick delivery and havent yet had a headache. Would be awesome to see interest rates drop significantly lower for repeat customers.,5
Melissa James,I've never had any bad experiences with Spotloan.  I've used them a number of times over the past year.  The service is always quick and I feel like they are very straight-forward and upfront with their customers.,5
Pate ,So easy has helped me out 3 times very good  customer service the repayment plan is easy I love them very honest company and good for a small loan,5
dawn Morgan,"This place sends out an email saying you will receive your money by 3pm C.T. Okay they are an hour behind me i live in jersey city, NJ.  It’s 5 pm and i never received the money. Like there is no one to answer the phone. And my email never got answer. What time of business is this.",5
Customer,Hey  I thought all hope was lost. Then here you are my knight in shining armor. T7hanks again for all your help and support when I needed it most.,5
colleen wenzel,Always happy with the service at Spot Loan. Money was deposited into my account the next day.  Thank you!,5
Mackey L Bonner Jr,This was easy to use and had my loan within 24 hours.,5
SALVADOR CEBALLOS,Excellent    fast   2nd  loan  with spotloan wont go anywhere else,5
BRIDGET,"Although it is super easy to get approved for a loan and you get to pick your own terms, the interest rates are still high.",5
Terry CAMPBELL,This is my third time with spotloan. Quick service and response,5
Ed S,"It’s always good to have a little helping hand, I appreciated very much .",1
"Kim-Sheridan,WY","I APPRECIATE THE FACT THAT YOU WERE THERE WHEN I NEEDED IT.  THE ONLY THING I HAVE TO SAY IS THAT IF THE INTEREST RATES WOULD GO DOWN, I WOULD HAVE RATED EVERYTHING ""EXCELLENT"".",5
Cassandra McClain,I’ve been a repeat customer and the ease of transaction and managing loan is by far excellent.only thing I can think of is I wish my loan was more in tune with my actual paydays but we will not be complain about that!too much lol,5
Amber Tucker,I'm very happy with the process of my loan. It was handled in  a  professional way.,5
Land Rover,In dire need for a loan.Spotloan was the only one that would help.,3
Bryan C,"Quick & easy to do!  Explains everything, nothing left out.",5
Flippie Els,Very fast approval,1
Gloria Solomon,"Pretty good rates, customer service good, and ease of getting a loan",5
Ron Thibault,The only complaint that I have is that the rates are very high.  Paying back is like 4xs the amount borrowed. This is very difficult for a person on a fixed income. Maybe this could be changed to a lower rate.,4
customer,Quick and easy to apply for a loan just wish APR was not so high,5
Lori Chivers,"They are excellent to work with.  You have your cash in a timely manner.  If there is a problem, they will work with you for the payment.",5
Angela Fox,Perfect for when I need it!  I can also pay off early!,5
Kathy,"Fast, easy and friendly service",5
Pamela Logan,I've used Spotloan twice now and the were very pleasant and helpful. I was able to borrow right after I played off my first loan. There rates for borrowing were easy for me to do. After I pay off this loan I will use them again I'm sure.,5
APRIL HONOR,Easy and quick after paid off if needed again for few things,5
Amanda Morse,Sent as promised and I was able to take care of a few things.,5
Tracey Lopez,"I have used Spotloan a few times. If you have issues to arise that may prevent you from making a payment on time, they will work with you. I would recommend using them for your short term money woes. They have treated me well.",5
customer,This is a great place to get a quick loan and I’m a returning customer but I truly enjoy paying them off as well thanks for the loan,3
C. Thompson,"Thanks for helping me, when I really needed it!! Great service AAAAAA++++++",5
Amy,"I love spotloan, I get what I need in a timely matter and without all the hassle. Spotloan is the best.",3
RL O,"Fast service, fair pricing, good overall lender.",5
MARY R.,You suck you are loan sharks dishonest scum,5
Greg,"Very satisfied with Spotloan... I am extremely thankful and grateful for the simple process of depositing $800.00 directly into my personal checking account immediately upon approval...I intend to pay off my Spotloan now. Everyone who finds this Tribal Community, Lender, can explore this method of borrowing compared to expensive hard money lenders, payday loan institutions...I have now utilized Spotloan two times,and am extremely optimistic about future loans,as I am learning how to partner up with tribal loans; in order to empower the lives of everyday people who need rapid cash now.Thank You Spotloan for making a difference in so many peoples lives.GREGORY SCOTT SKOCZENUBS-GLOBAL-BANKING-SYSTEM-TRANSFERSMAEKET-2-BILLIONS-GLOBAL-WEALTH-TRANSFER-SYSTEM-TRANSFORMERS",5
rameeka hinton,Spot loan is great! They are very helpful and always there when you need them when you do your part!,5
KS,Spotloan has help me out through some hard times. It was easy to get a loan. The customer  representative was very kind and helped me out with my questions.  I needed new tires for my car and now I feel safe while I drive. Thank you Spotloan.,5
terence marsh,Terribly high intetest rate. I was told as a repeat borrower it would be lower the 2nd time. Haha....jokes on me.,5
Richard Naudin,Excellent experience with your company. Thank you so much.,5
Sharal DeRolf,The process was very easy from start to finish,5
Carrie Boykin,"Obtaining a loan from Spotloan was easy, fast and efficient.",5
Ronald Bachmayer Sr,Appreciate being able to get money quickly and paid off early without penalty,5
Lisa ,Quick response time and easy to navigate through your website.,1
unhappycustomer,Hassle free very nice.,2
Pamela Cantrell,I have had loans off the internet many times and I can tell you Spotloan is the best. Best rates and no B. S. about another loan. They work so well with you. I honestly believe they are the only company who really cares about their clients. Thank you Spotloan.  George Cron,5
DJ ,Great service! The customer service department is very friendly and responsive. I received the lowest interest rates with Spotloan over other companies that I've tried.,5
James Bonvicino,I would not recommend them. They suck.,5
Reneica Allen,I've never had a problem getting a loan and if I have an issue with making my payments I can contact spotloan to let them know,5
Happy customer NV,Feeds too hi.,5
Glenna,"This is my second spotloan.I am disappointed as I already had one loan with you, with a good payment history, that you still cap your loans at $800. Otherwise I was glad to get a discounted rate. I did make a call to express my concerns.",5
Leslie Neuffer,I would recommend you all to Anyone. You All have helped me alot Thanks For Your Help.,5
KELLI ,Spotloan is always available with good customer service. There loans are very fair without any scams. The only issue that i have with them is when I want to pay the loan off early it takes 2 days to do so.,5
Jeremy ,"Simple, easy, hassle-free!!!",5
Mary Mccray,"I’ve been borrowing with Spotloan for many years. Probably 5 or 6.  Although the interest is expensive they are honest and up front.  Once you become an established customer, they give you a better rate . You can always pay extra to pay off faster and save in interest as well.  Really fast approval and funding, and excellent customer service!    I will continue to use spotloan!",5
Rosemarie Robinson,I am impressed so far with spot loan. This is my second time using this loan company.  The interest is extremely to high. I have no other complaints than that.,5
JORGE,I got my loan right away.  Easy process.  Scheduled payments letting me know what the amount was and when they would be withdrawn.  I would use Spotloan any time I needed a loan.,5
Paul Jepson ,Always there at the right time and I'm grateful!,4
Margaret,Easy and fast transaction! I like how they allow us to make larger payments when we can to lessen the loan time,3
Dawn Ross,You can’t go wrong with Spotloan with fast approval and cash deposit in your account the same day. Spotloan is there to help you with all your urgent needs,5
Julie,"Easy process. The only problem is they made the first payment due in only 10 days after the loan was approved,",5
Stephanie Atchinson,Too expensive,5
customer,"If you need help with a short term loan this is the company to used, just remember that this is a payday loan",5
Frank Campbell,Outstanding service.,5
Jesus medina,Spotloan is alway helpful in the time of need. I have been with them for several years and never had a problem. If you are having trouble making a payment they will work with you to resolve the issue. Thanks Spotloan,5
Daniel Grandfield,had no problem with this loan used them before and would recomennd them to friends,5
Cynthia Gilbert,"I have been with Spotloan for a while and theyre ervices are great, especially customer service.",5
TERI,"Hope you have a plan to pay quickly because the interest rate is outrageous.  Even repeat customers get a whopping 10 points off the usurious interest rate (from 490% to 480%).  On a positive note, funding is very quick.",5
Edwin Ortiz Santos,"Very happy with Spotloan, their terms are clear and they provide excellent customer service. They have no pre-pay penalties and that saves you money.",5
Harvey M George,Efficient. Trustworthy. Customer oriented.,5
WILLIAM,Been very happy and satisfied always seem to fulfill promises on deposits. Grateful that I can be assisted,5
Glendell Cronk,Awesome service,5
Kindle Robinson,Spotloan has always come through for me when I needed money. I will continue to use them for all my funding needs.,5
Nanlisha Stewart,"There when I needed them most. The interest rate is higher than other similar companies, but easier to obtain a quick loan.",5
Daniel Hanrion,Great great 👍 👌 👍 👌 👍,5
Arnetta Norman,"This is my 2nd loan, I only came back since I was offered a ""lower"" interest rate for a future loan. Apparently you did not honor this with my 2nd loan. I could have went with another loan company if I thought you weren't going to honor the offer.Last scheduled payment to be received:July 10, 2020.Spotloan truly appreciates your business. Should you be in need of a future loan, Should you be in need of a future loan, Please know that you are now pre-approved. * Returning customers get a lower rate than first-time customers. Visit please know that you are now pre-approved.* Returning customers get a lower rate than first-time customers.",1
Theresa,i HAVE USED THEM 2 TIMES NOW. WAS FAST AND PAINLESS AND THE MONEY WAS IN THE BANK WHEN THEY SAID IT WOULD BE. VERY GOOD WHEN YOU NEED MONEY IN AN EMERGENCY.,5
Teresa Bean,"Quick, professional and accurate",5
Janet L,I have been a customer for a very long time. I’ve always paid on time never an issue and whenever l take out a new loan my payments are higher than the last time. So l don’t feel like good repeat customers are rewarded. I kind of feel like l’m being taking advantage of.,5
Maurice,Spotloan was right on the spot when I needed help.  I would recommend them everytime.  They are there when you need money quick and fast no hassles.  ON THE SPOT!,5
brandon russell,This was very helpful to get me through hard times thank you spotloan,5
Darian,Everyone was nice and made the process painless.,5
Ann ,I just got a loan. I'm waiting to see how this goes with my payment every two weeks.,5
PW,"Fast, friendly service.",5
Mildred Vargas Cintron,"Love that they are quick with response and helpful with emergency funds, but the interest rates are devastating.",4
gina williams,Your repayment is out of the ball park!!!You charge tooooo much interest I never recommend or borrow from Spotloan again!!,5
Mary Kurzyna,SPOTLOAN is definitely the best of the rest payday loan companies.  The people working there are very considerate and respectful.,5
Tracy Thomson,"I give you a 5 star because you came right in time when I needed you the most. You was a big help for me snd I really appreciate that the most. And actually didn’t know  that I could pay you back early without being penalized and it’s my fault I didn’t read the contract I just signed it because I needed. Keeping it real like many others, but thankful to for your honesty anyway...DEBRA STEWART",5
Greta Wilson,Very courteous agents.  Very easy to work.,3
"Amy-Eaton Rapids,MI","Getting the loan was fast and easy.Thank you, Spotloan",5
Michael Hayes,"Things can happen or come up in an instant! You think ""Oh my gosh""!! What am i going to do? I don't have the funds to cover the cost of fixing anything! The stress level goes way up! I have used Spotloan more than once! This pass reason for needing extra funds hit hard. I thought how can i pay this? Within a couple minutes it hit me! SPOTLOAN! I went online & logged into my account, answered a couple questions, verified my person information. Within 10 mins or less! I was approved and my funds were in my checking account the following day! I personally am very THANKFUL for SPOTLOAN!",5
MICHAEL REILLY,I have always been treated very nice at spot loan and have always felt that they were really there to help people.  I have never had a negative feeling when dealing with spot loan.,5
Alan Vasquez,Easy application and hassle free!,5
Tabby,Just need to change dates for your pay day don't get paid on the same day all the time,5
susan rodriguez,I am pleased with the service that I received from Spotloan. They approved me and made the deposit as they stated they would. They were a good go-to for me! I truly appreciate them.,3
Julia Archie,Never a problem! Easy to navigate site and always a quick response.,5
Angel Castaneda,I love the service that provides and it has help me a lot mostly in this time,1
David huss,The loan process is extremely fast and the money was in the bank the next day. Highly recommend this service for quick assistance!,5
Simone Jones,Great service,3
Janet,I am a returning customer I’ve had no complaints the online process was easy and I was approved in minutes for the amount I had asked within 2 days I received the deposit,5
Debra,Always very fast and easy and friendly to work with,5
Paul Mendell,Spotloan is very easy to access on line and is very happy using it.,4
Sheryl ,"Spotloan came just in time to help me in these troubled times, with fast and friendly service, Thank you",5
Kimberly,GREAT service and timely completion,5
customer,I'm so thankful that Spot loan has gave me this chance to prove myself..my credit was good until 2 years ago when I lost my husband and daughter. I fall apart. I'm going to let others know about the company. Thankyou again,5
noel btooks,Very professional and I received my funds next business day!,5
